UNIT CODE,GEO,PROJECT,PHASE,SUB PHASE,BATCH,UNIT TYPE,LOT AREA,FLOOR AREA,TCP,VAT,TCP w/o VAT,ESTIMATED TURNOVER,HOUSE CON,INVENTORY STATUS,HOLDING STATUS,HOUSE TAGGING,,,,
B034L014,VISMIN,GENSAN,1,,12,DUA,85.00,48,"3,831,033.82",-,"3,831,033.82",Oct-2030,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B034L015,VISMIN,GENSAN,1,,12,DUA,85.00,48,"3,831,033.82",-,"3,831,033.82",Oct-2030,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B039L028,VISMIN,GENSAN,1,,12,DUA,77.00,48,"3,481,670.59",-,"3,481,670.59",Oct-2030,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B039L029,VISMIN,GENSAN,1,,12,DUA,77,48.00,"3,481,671",-,"3,481,670.59",Oct-2030,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B039L030,VISMIN,GENSAN,1,,12,DUA,77,48.00,"3,481,671",-,"3,481,670.59",Oct-2030,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B039L031,VISMIN,GENSAN,1,,12,DUA,77.00,48,"3,481,670.59",-,"3,481,670.59",Oct-2030,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B039L032,VISMIN,GENSAN,1,,12,DUA,77.00,48,"3,481,670.59",-,"3,481,670.59",Oct-2030,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B039L033,VISMIN,GENSAN,1,,12,DUA,77.00,48,"3,481,670.59",-,"3,481,670.59",Oct-2030,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B039L034,VISMIN,GENSAN,1,,12,DUA,86.00,48,"3,680,110.05",-,"3,680,110.05",Oct-2030,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B039L035,VISMIN,GENSAN,1,,12,DUA,86.00,48,"3,680,110.05",-,"3,680,110.05",Oct-2030,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B039L036,VISMIN,GENSAN,1,,12,DUA,86.00,48,"3,854,137.35",-,"3,854,137.35",Oct-2030,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B039L037,VISMIN,GENSAN,1,,12,DUA,86.00,48,"3,854,137.35",-,"3,854,137.35",Oct-2030,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B039L038,VISMIN,GENSAN,1,,12,DUA,86,48,"3,680,110.05",-,"3,680,110.05",Oct-2030,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B039L039,VISMIN,GENSAN,1,,12,DUA,86,48,"3,680,110.05",-,"3,680,110.05",Oct-2030,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B040L001,VISMIN,GENSAN,1,,12,DUA CORNER,119,48,"5,032,315.45","494,990.94","4,537,324.51",Aug-2030,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B040L002,VISMIN,GENSAN,1,,12,DUA CORNER,119,48,"5,032,315.45","494,990.94","4,537,324.51",Aug-2030,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B010L098,VISMIN,BACOLOD,1,B,1,AMANI MID,44,36,"1,662,753.00",,"1,662,753.00",Aug-2027,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B013L007,VISMIN,BACOLOD,1,B,2,AMANI END,85,36,"2,425,737.00",,"2,425,737.00",Nov-2027,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B013L013,VISMIN,BACOLOD,1,B,2,AMANI MID,62,36,"1,989,534.00",,"1,989,534.00",Nov-2027,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B013L016,VISMIN,BACOLOD,1,B,2,AMANI MID,62,36,"1,989,534.00",,"1,989,534.00",Nov-2027,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B013L022,VISMIN,BACOLOD,1,B,2,AMANI MID,62,36,"1,989,534.00",,"1,989,534.00",Nov-2027,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B013L023,VISMIN,BACOLOD,1,B,2,AMANI MID,62,36,"1,989,534.00",,"1,989,534.00",Nov-2027,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B013L024,VISMIN,BACOLOD,1,B,2,AMANI MID,62,36,"1,989,534.00",,"1,989,534.00",Nov-2027,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B013L025,VISMIN,BACOLOD,1,B,2,AMANI MID,62,36,"1,989,534.00",,"1,989,534.00",Nov-2027,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B013L028,VISMIN,BACOLOD,1,B,2,AMANI MID,62,36,"1,989,534.00",,"1,989,534.00",Nov-2027,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B013L029,VISMIN,BACOLOD,1,B,2,AMANI MID,62,36,"1,989,534.00",,"1,989,534.00",Nov-2027,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B013L030,VISMIN,BACOLOD,1,B,2,AMANI MID,62,36,"1,989,534.00",,"1,989,534.00",Nov-2027,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B013L031,VISMIN,BACOLOD,1,B,2,AMANI MID,62,36,"1,989,534.00",,"1,989,534.00",Nov-2027,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B013L034,VISMIN,BACOLOD,1,B,2,AMANI MID,62,36,"1,989,534.00",,"1,989,534.00",Nov-2027,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B013L035,VISMIN,BACOLOD,1,B,2,AMANI MID,62,36,"1,989,534.00",,"1,989,534.00",Nov-2027,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B013L036,VISMIN,BACOLOD,1,B,2,AMANI MID,62,36,"1,989,534.00",,"1,989,534.00",Nov-2027,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B013L037,VISMIN,BACOLOD,1,B,2,AMANI MID,62,36,"1,989,534.00",,"1,989,534.00",Nov-2027,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L102,VISMIN,BACOLOD,1,B,3,AMANI MID,63,36,"2,025,374.00",,"2,025,374.00",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L106,VISMIN,BACOLOD,1,B,3,AMANI MID,63,36,"2,025,374.00",,"2,025,374.00",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L107,VISMIN,BACOLOD,1,B,3,AMANI MID,63,36,"2,025,374.00",,"2,025,374.00",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L108,VISMIN,BACOLOD,1,B,3,AMANI MID,63,36,"2,025,374.00",,"2,025,374.00",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L109,VISMIN,BACOLOD,1,B,3,AMANI MID,64,36,"2,041,384.00",,"2,041,384.00",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L110,VISMIN,BACOLOD,1,B,3,AMANI MID,64,36,"2,041,384.00",,"2,041,384.00",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L111,VISMIN,BACOLOD,1,B,3,AMANI END,87,36,"2,481,906.00",,"2,481,906.00",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L112,VISMIN,BACOLOD,1,B,3,AMANI END,87,36,"2,481,906.00",,"2,481,906.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L113,VISMIN,BACOLOD,1,B,3,AMANI MID,64,36,"2,041,384.00",,"2,041,384.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L114,VISMIN,BACOLOD,1,B,3,AMANI MID,64,36,"2,041,384.00",,"2,041,384.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L115,VISMIN,BACOLOD,1,B,3,AMANI MID,63,36,"2,025,374.00",,"2,025,374.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L116,VISMIN,BACOLOD,1,B,3,AMANI MID,63,36,"2,025,374.00",,"2,025,374.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L117,VISMIN,BACOLOD,1,B,3,AMANI MID,63,36,"2,025,374.00",,"2,025,374.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L118,VISMIN,BACOLOD,1,B,3,AMANI MID,63,36,"2,025,374.00",,"2,025,374.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L119,VISMIN,BACOLOD,1,B,3,AMANI END,87,36,"2,481,906.00",,"2,481,906.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L120,VISMIN,BACOLOD,1,B,3,AMANI END,87,36,"2,481,906.00",,"2,481,906.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L121,VISMIN,BACOLOD,1,B,3,AMANI MID,64,36,"2,041,384.00",,"2,041,384.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L122,VISMIN,BACOLOD,1,B,3,AMANI MID,64,36,"2,041,384.00",,"2,041,384.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L123,VISMIN,BACOLOD,1,B,3,AMANI MID,64,36,"2,041,384.00",,"2,041,384.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L124,VISMIN,BACOLOD,1,B,3,AMANI MID,64,36,"2,041,384.00",,"2,041,384.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L125,VISMIN,BACOLOD,1,B,3,AMANI MID,64,36,"2,041,384.00",,"2,041,384.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B001L126,VISMIN,BACOLOD,1,B,3,AMANI MID,64.00,36,"2,041,384.00",,"2,041,384.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L001,VISMIN,BACOLOD,1,B,3,AMANI END,103.00,36,"2,819,524.00",,"2,819,524.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L002,VISMIN,BACOLOD,1,B,3,AMANI MID,64.00,36,"2,102,307.00",,"2,102,307.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L003,VISMIN,BACOLOD,1,B,3,AMANI MID,64.00,36,"2,102,307.00",,"2,102,307.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L004,VISMIN,BACOLOD,1,B,3,AMANI MID,64.00,36,"2,102,307.00",,"2,102,307.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L006,VISMIN,BACOLOD,1,B,3,AMANI MID,65.00,36,"2,118,758.00",,"2,118,758.00",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L007,VISMIN,BACOLOD,1,B,3,AMANI MID,65.00,36,"2,057,293.00",,"2,057,293.00",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L008,VISMIN,BACOLOD,1,B,3,AMANI END,89.00,36,"2,513,924.00",,"2,513,924.00",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L009,VISMIN,BACOLOD,1,B,3,AMANI END,89.00,36,"2,513,924.00",,"2,513,924.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L010,VISMIN,BACOLOD,1,B,3,AMANI MID,65.00,36,"2,057,293.00",,"2,057,293.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L011,VISMIN,BACOLOD,1,B,3,AMANI MID,65.00,36,"2,057,293.00",,"2,057,293.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L012,VISMIN,BACOLOD,1,B,3,AMANI MID,65,36.00,"2,057,293",,"2,057,293.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L013,VISMIN,BACOLOD,1,B,3,AMANI MID,65.00,36,"2,057,293.00",,"2,057,293.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L014,VISMIN,BACOLOD,1,B,3,AMANI MID,65.00,36,"2,057,293.00",,"2,057,293.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L015,VISMIN,BACOLOD,1,B,3,AMANI MID,65.00,36,"2,057,293.00",,"2,057,293.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L016,VISMIN,BACOLOD,1,B,3,AMANI END,88.00,36,"2,497,915.00",,"2,497,915.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L018,VISMIN,BACOLOD,1,B,3,AMANI MID,64.00,36,"2,041,384.00",,"2,041,384.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L019,VISMIN,BACOLOD,1,B,3,AMANI MID,64.00,36,"2,041,384.00",,"2,041,384.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L020,VISMIN,BACOLOD,1,B,3,AMANI MID,64.00,36,"2,041,384.00",,"2,041,384.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L021,VISMIN,BACOLOD,1,B,3,AMANI MID,64.00,36,"2,041,384.00",,"2,041,384.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L022,VISMIN,BACOLOD,1,B,3,AMANI MID,65.00,36,"2,057,293.00",,"2,057,293.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L023,VISMIN,BACOLOD,1,B,3,AMANI MID,65,36,"2,057,293.00",,"2,057,293.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L024,VISMIN,BACOLOD,1,B,3,AMANI END,89,36,"2,513,924.00",,"2,513,924.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L025,VISMIN,BACOLOD,1,B,3,AMANI END,88.00,36,"2,497,915.00",,"2,497,915.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L026,VISMIN,BACOLOD,1,B,3,AMANI MID,64,36,"2,041,384.00",,"2,041,384.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L027,VISMIN,BACOLOD,1,B,3,AMANI MID,64,36,"2,041,384.00",,"2,041,384.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L028,VISMIN,BACOLOD,1,B,3,AMANI MID,64,36,"2,041,384.00",,"2,041,384.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L029,VISMIN,BACOLOD,1,B,3,AMANI MID,64,36,"2,041,384.00",,"2,041,384.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L030,VISMIN,BACOLOD,1,B,3,AMANI MID,65.00,36,"2,057,293.00",,"2,057,293.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L031,VISMIN,BACOLOD,1,B,3,AMANI MID,65,36,"2,057,293.00",,"2,057,293.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L032,VISMIN,BACOLOD,1,B,3,AMANI END,89,36,"2,513,924.00",,"2,513,924.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L033,VISMIN,BACOLOD,1,B,3,AMANI END,88,36,"2,497,915.00",,"2,497,915.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L034,VISMIN,BACOLOD,1,B,3,AMANI MID,64,36,"2,041,384.00",,"2,041,384.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L035,VISMIN,BACOLOD,1,B,3,AMANI MID,65,36,"2,057,293.00",,"2,057,293.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L036,VISMIN,BACOLOD,1,B,3,AMANI MID,65,36,"2,057,293.00",,"2,057,293.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L037,VISMIN,BACOLOD,1,B,3,AMANI MID,65,36,"2,057,293.00",,"2,057,293.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L038,VISMIN,BACOLOD,1,B,3,AMANI MID,65,36,"2,057,293.00",,"2,057,293.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L039,VISMIN,BACOLOD,1,B,3,AMANI MID,65.00,36,"2,057,293.00",,"2,057,293.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L040,VISMIN,BACOLOD,1,B,3,AMANI END,89.00,36,"2,513,924.00",,"2,513,924.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L042,VISMIN,BACOLOD,1,B,3,AMANI MID,65.00,36,"2,057,293.00",,"2,057,293.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L043,VISMIN,BACOLOD,1,B,3,AMANI MID,65,36,"2,057,293.00",,"2,057,293.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L044,VISMIN,BACOLOD,1,B,3,AMANI MID,65.00,36,"2,057,293.00",,"2,057,293.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L045,VISMIN,BACOLOD,1,B,3,AMANI MID,65.00,36,"2,057,293.00",,"2,057,293.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L046,VISMIN,BACOLOD,1,B,3,AMANI MID,65.00,36,"2,057,293.00",,"2,057,293.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L047,VISMIN,BACOLOD,1,B,3,AMANI MID,65.00,36,"2,057,293.00",,"2,057,293.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
B019L048,VISMIN,BACOLOD,1,B,3,AMANI END,90.00,36,"2,529,933.00",,"2,529,933.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAGGING,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
