UNIT CODE,COM,GEO,PROJECT,PHASE,SUB PHASE,BATCH,UNIT TYPE,LOT AREA,FLOOR AREA,TCP,VAT,TCP w/o VAT,ESTIMATED TURNOVER DATE,S HOUSECON,SU & INVENTORY,APPLICABLE TERM,HOUSE CON TAG,,
B037L010,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L011,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L012,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L013,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L014,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L015,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L016,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L017,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L018,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L019,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L020,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L022,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L023,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L024,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L025,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L026,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L027,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L029,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L030,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L031,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L036,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L042,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L043,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L044,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L046,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L047,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L048,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L049,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L050,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L051,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L052,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L053,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L054,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L055,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L056,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L058,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L059,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L060,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L061,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L062,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L063,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L064,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B037L065,PPHI,SOMA2,SIGHTS TAYABAS,1,,2,AUI,38,27,"1,001,000.00",0.00,"1,001,000.00",Feb-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B002L001,CPC,SOMA2,SIGHTS CALAUAN,1,,1,ALORA END CORNER,83,30,"1,969,342.37",0.00,"1,969,342.37",Mar-2026,12%,12%,BACKOUT,SHOULD BE WITH SDP & RF UPON HOLDING,YELLOW TAG,
B002L009,CPC,SOMA2,SIGHTS CALAUAN,1,,1,ALORA MID,41,30,"1,229,868.99",0.00,"1,229,868.99",Nov-2025,12%,12%,FALLOUT,MEMO TERM,YELLOW TAG,
B003L001,CPC,SOMA2,SIGHTS CALAUAN,1,,1,ALORA END CORNER,94,30,"2,123,146.38",0.00,"2,123,146.38",Apr-2026,12%,12%,FALLOUT,MEMO TERM,YELLOW TAG,
B003L002,CPC,SOMA2,SIGHTS CALAUAN,1,,1,ALORA END,82,30,"1,931,811.82",0.00,"1,931,811.82",Apr-2026,12%,12%,FALLOUT,MEMO TERM,YELLOW TAG,
B003L010,CPC,SOMA2,SIGHTS CALAUAN,1,,1,ALORA MID,41,30,"1,229,868.99",0.00,"1,229,868.99",Jan-2026,100%,80%,FALLOUT,RSBS WITHIN THE MONTH,RED TAG,
B003L027,CPC,SOMA2,SIGHTS CALAUAN,1,,1,ALORA END,56,30,"1,568,265.99",0.00,"1,568,265.99",Mar-2026,12%,12%,FALLOUT,MEMO TERM,YELLOW TAG,
B008L044,CPC,SOMA2,SIGHTS CALAUAN,1,,1,ALORA MID,41,30,"1,229,868.99",0.00,"1,229,868.99",Jan-2026,86%,80%,FALLOUT,RSBS WITHIN THE MONTH,RED TAG,
B008L049,CPC,SOMA2,SIGHTS CALAUAN,1,,1,ALORA MID,41,30,"1,229,868.99",0.00,"1,229,868.99",Jan-2026,86%,80%,FALLOUT,RSBS WITHIN THE MONTH,RED TAG,
B008L056,CPC,SOMA2,SIGHTS CALAUAN,1,,1,ALORA MID,41,30,"1,229,868.99",0.00,"1,229,868.99",Jan-2026,86%,80%,FALLOUT,RSBS WITHIN THE MONTH,RED TAG,
B008L059,CPC,SOMA2,SIGHTS CALAUAN,1,,1,ALORA MID,41,30,"1,229,868.99",0.00,"1,229,868.99",Feb-2026,85%,80%,REOPEN,RSBS WITHIN THE MONTH,RED TAG,
B008L060,CPC,SOMA2,SIGHTS CALAUAN,1,,1,ALORA MID,41,30,"1,229,868.99",0.00,"1,229,868.99",Feb-2026,85%,80%,REOPEN,RSBS WITHIN THE MONTH,RED TAG,
B008L061,CPC,SOMA2,SIGHTS CALAUAN,1,,1,ALORA MID,41,30,"1,229,868.99",0.00,"1,229,868.99",Feb-2026,85%,80%,FALLOUT,RSBS WITHIN THE MONTH,RED TAG,
B009L034,CPC,SOMA2,SIGHTS CALAUAN,1,,1,ALORA MID,41,30,"1,248,240.03",0.00,"1,248,240.03",Apr-2026,12%,12%,FALLOUT,MEMO TERM,YELLOW TAG,
B008L063,CPC,SOMA2,SIGHTS CALAUAN,1,,2,ALORA END,41,30,"1,358,624.16",0.00,"1,358,624.16",May-2026,12%,12%,FALLOUT,MEMO TERM,YELLOW TAG,
B008L074,CPC,SOMA2,SIGHTS CALAUAN,1,,2,ALORA END,75,30,"1,833,945.64",0.00,"1,833,945.64",May-2026,12%,12%,FALLOUT,MEMO TERM,YELLOW TAG,
B008L075,CPC,SOMA2,SIGHTS CALAUAN,1,,2,ALORA END,41,30,"1,358,624.16",0.00,"1,358,624.16",Feb-2026,30%,30%,FALLOUT,MEMO TERM,YELLOW TAG,
B010L024,CPC,SOMA2,SIGHTS CALAUAN,1,,2,ALORA MID,41,30,"1,235,959.34",0.00,"1,235,959.34",Jun-2026,12%,12%,REOPEN,RSBS WITHIN THE MONTH,YELLOW TAG,
B010L034,CPC,SOMA2,SIGHTS CALAUAN,1,,2,ALORA MID,41,30,"1,235,959.34",0.00,"1,235,959.34",Jun-2026,12%,12%,FALLOUT,MEMO TERM,YELLOW TAG,
B004L001,CPC,SOMA2,SIGHTS CALAUAN,1,,3,ALORA END CORNER,102,30,"2,234,922.03",0.00,"2,234,922.03",May-2026,12%,12%,BACKOUT,SHOULD BE WITH SDP & RF UPON HOLDING,YELLOW TAG,
B004L002,CPC,SOMA2,SIGHTS CALAUAN,1,,3,ALORA MID,41,30,"1,229,868.99",0.00,"1,229,868.99",May-2026,12%,12%,BACKOUT,SHOULD BE WITH SDP & RF UPON HOLDING,YELLOW TAG,
B005L005,CPC,SOMA2,SIGHTS CALAUAN,1,,3,ALORA MID,41,30,"1,229,868.99",0.00,"1,229,868.99",September-2026,12%,12%,BACKOUT,SHOULD BE WITH SDP & RF UPON HOLDING,YELLOW TAG,
B005L006,CPC,SOMA2,SIGHTS CALAUAN,1,,3,ALORA END CORNER,77,30,"1,885,485.64",0.00,"1,885,485.64",Sep-2026,12%,12%,FALLOUT,MEMO TERM,YELLOW TAG,
B005L007,CPC,SOMA2,SIGHTS CALAUAN,1,,3,ALORA END,70,30,"1,763,998.36",0.00,"1,763,998.36",Feb-2026,70%,60%,FALLOUT,MEMO TERM,RED TAG,
B005L019,CPC,SOMA2,SIGHTS CALAUAN,1,,3,ALORA MID,41,30,"1,229,868.99",0.00,"1,229,868.99",Feb-2026,70%,60%,FALLOUT,MEMO TERM,RED TAG,
B005L024,CPC,SOMA2,SIGHTS CALAUAN,1,,3,ALORA MID,41,30,"1,229,868.99",0.00,"1,229,868.99",Feb-2026,67%,60%,FALLOUT,MEMO TERM,RED TAG,
B005L033,CPC,SOMA2,SIGHTS CALAUAN,1,,3,ALORA END CORNER,79,30,"1,913,404.55",0,"1,913,404.55",Sep-2026,12%,12%,FALLOUT,MEMO TERM,YELLOW TAG,
B005L042,CPC,SOMA2,SIGHTS CALAUAN,1,,3,ALORA END,58,30,"1,596,284.90",0,"1,596,284.90",Sep-2026,12%,12%,BACKOUT,SHOULD BE WITH SDP & RF UPON HOLDING,YELLOW TAG,
B005L048,CPC,SOMA2,SIGHTS CALAUAN,1,,3,ALORA END CORNER,73,30,"1,883,702.62",0,"1,883,702.62",Sep-2026,12%,12%,FALLOUT,MEMO TERM,YELLOW TAG,
B007L013,CPC,SOMA2,SIGHTS CALAUAN,1,,4,ALORA MID,45,30,"1,285,706.81",0,"1,285,706.81",Oct-2026,0%,0%,BACKOUT,SHOULD BE WITH SDP & RF UPON HOLDING,YELLOW TAG,
B007L028,CPC,SOMA2,SIGHTS CALAUAN,1,,3,ALORA END,45,30,"1,485,260.08",0,"1,485,260.08",Aug-2026,0%,0%,FALLOUT,MEMO TERM,YELLOW TAG,
B008L012,CPC,SOMA2,SIGHTS CALAUAN,1,,4,ALORA END CORNER,89,30,"2,053,199.11",0,"2,053,199.11",Oct-2026,12%,12%,FALLOUT,MEMO TERM,YELLOW TAG,
B025L033,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Sep-2026,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L034,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L035,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L036,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L037,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L038,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L039,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L040,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L041,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L044,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L045,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L047,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L049,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L050,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L067,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Oct-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L068,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Oct-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L069,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Oct-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L070,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Oct-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L071,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Oct-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L072,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Oct-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L073,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Oct-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L074,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Oct-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B025L075,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Oct-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L044,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Aug-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L045,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Aug-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L046,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Aug-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L047,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Aug-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L048,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Aug-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L049,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Aug-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L050,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Aug-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L054,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L055,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L056,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L057,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L058,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B026L059,PPHI,SOMA2,SAN PABLO EAST,1,,4,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Sep-27,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B024L024,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA END,66,40,"2,954,719.00",0.00,"2,954,719.00",Aug-28,3%,3%,OPEN,MEMO TERM,YELLOW TAG,
B024L030,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA END,66,40,"2,954,719.00",0.00,"2,954,719.00",Aug-28,3%,3%,OPEN,MEMO TERM,YELLOW TAG,
B028L002,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Aug-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L006,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA END,66,40,"2,940,008.00",0.00,"2,940,008.00",Aug-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L007,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA END,66,40,"2,940,008.00",0.00,"2,940,008.00",Jul-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L008,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Jul-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L009,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Jul-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L010,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Jul-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L011,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Jul-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L012,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA END,66,40,"2,940,008.00",0.00,"2,940,008.00",Jul-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L013,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA END,66,40,"2,940,008.00",0.00,"2,940,008.00",Jul-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L014,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Jul-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L015,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Jul-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L016,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Jul-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L017,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Jul-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L020,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Jun-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L021,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Jun-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L022,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Jun-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L023,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Jun-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L024,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA END,66,40,"2,940,008.00",0.00,"2,940,008.00",Jun-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L025,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA END,66,40,"2,940,008.00",0.00,"2,940,008.00",Jun-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L026,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Jun-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L027,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Jun-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L028,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Jun-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L029,PPHI,SOMA2,CALAMBA WEST,1,B,B3,CALISTA MID,44,40,"2,255,435.00",0.00,"2,255,435.00",Jun-28,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
