UNIT CODE,COM,GEO,PROJECT,PHASE,SUB PHASE,BATCH,UNIT TYPE,LOT AREA,FLOOR AREA,TCP,VAT,TCP w/o VAT,ESTIMATED TURNOVER DATE,S HOUSECON,SU & INVENTORY,APPLICABLE TERM,HOUSE CON TAG,,
B063L014,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Apr-2026,86%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B063L015,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Apr-2026,86%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B063L016,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Apr-2026,86%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B063L017,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Apr-2026,86%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B063L018,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Apr-2026,86%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B063L019,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Apr-2026,86%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B063L020,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Apr-2026,86%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B063L021,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Apr-2026,86%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B063L024,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Apr-2026,90%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B063L025,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Apr-2026,90%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B063L026,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Apr-2026,81%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B063L027,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Apr-2026,81%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B063L028,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Apr-2026,90%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B063L029,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Apr-2026,90%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B063L030,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Apr-2026,90%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B064L016,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Jun-2026,80%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B064L017,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Jun-2026,80%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B064L018,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Jun-2026,80%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B064L019,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Jun-2026,80%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B064L020,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Jun-2026,80%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B064L021,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Jun-2026,80%,60%,OPEN,RSBS WITHIN THE MOS,RED TAG,
B064L024,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Jun-2026,80%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B064L025,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Jun-2026,80%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B064L026,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Jun-2026,80%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B064L027,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Jun-2026,80%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B064L028,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Jun-2026,80%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B064L038,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,860,893.00",0.00,"1,860,893.00",Jul-2026,80%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B064L039,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,860,893.00",0.00,"1,860,893.00",Jul-2026,80%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B064L040,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,860,893.00",0.00,"1,860,893.00",Jul-2026,80%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B064L041,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,860,893.00",0.00,"1,860,893.00",Jul-2026,80%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B064L048,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,860,893.00",0.00,"1,860,893.00",Jul-2026,75%,60%,OPEN,RSBS WITHIN THE MONTH/RSBS WITHIN 30 DAYS,RED TAG,
B064L049,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,860,893.00",0.00,"1,860,893.00",Jul-2026,75%,60%,OPEN,RSBS WITHIN THE MONTH/RSBS WITHIN 30 DAYS,RED TAG,
B064L050,PPHI,SOMA2,TAYABAS,2,A,4,CALISTA MID,44,40,"1,860,893.00",0.00,"1,860,893.00",Jul-2026,75%,60%,OPEN,RSBS WITHIN THE MONTH/RSBS WITHIN 30 DAYS,RED TAG,
B027L045,PPHI,SOMA2,SAN PABLO EAST,1,,3,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Jul-2027,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L043,PPHI,SOMA2,SAN PABLO EAST,1,,3,CALISTA MID,44,40,"1,938,427.36",0.00,"1,938,427.36",Jun-2027,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L063,PPHI,SOMA2,SAN PABLO EAST,1,,3,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Jul-2027,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L068,PPHI,SOMA2,SAN PABLO EAST,1,,3,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Jul-2027,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L074,PPHI,SOMA2,SAN PABLO EAST,1,,3,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Jul-2027,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B028L075,PPHI,SOMA2,SAN PABLO EAST,1,,3,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Jul-2027,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B016L002,PPHI,SOMA2,SAN PABLO EAST,1,,2,CALISTA MID,44,40,"1,938,427.36",0.00,"1,938,427.36",Feb-2027,0%,0%,FALLOUT,MEMO TERM,YELLOW TAG,
B016L015,PPHI,SOMA2,SAN PABLO EAST,1,,2,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Jan-2027,6%,6%,FALLOUT,MEMO TERM,YELLOW TAG,
B017L017,PPHI,SOMA2,SAN PABLO EAST,1,,2,CALISTA MID,44,40,"1,938,427.36",0.00,"1,938,427.36",Feb-2027,0%,0%,FALLOUT,MEMO TERM,YELLOW TAG,
B018L016,PPHI,SOMA2,SAN PABLO EAST,1,,2,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Mar-2027,0%,0%,FALLOUT,MEMO TERM,YELLOW TAG,
B018L017,PPHI,SOMA2,SAN PABLO EAST,1,,2,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Mar-2027,0%,0%,FALLOUT,MEMO TERM,YELLOW TAG,
B018L023,PPHI,SOMA2,SAN PABLO EAST,1,,2,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Feb-2027,0%,0%,FALLOUT,MEMO TERM,YELLOW TAG,
B003L032,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,43,30,"1,311,828.94",0.00,"1,311,828.94",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L002,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L003,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L004,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L006,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L007,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L012,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L013,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L014,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L017,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L023,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L024,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L025,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L026,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L027,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L028,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L035,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L036,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L037,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L038,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L039,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L002,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L004,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L006,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L007,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L008,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L009,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L010,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L011,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L015,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L016,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L017,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L018,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L028,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L029,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L030,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L031,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L034,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L035,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L036,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L037,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L038,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L039,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L040,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L041,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L042,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L043,PPHI,SOMA2,SIGHTS CALAUAN WEST,1,,1,ALORA MID,41,30,"1,292,287.16",0.00,"1,292,287.16",LOI,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L005,PPHI,SOMA2,SIGHTS CALAUAN,1,4B,4,AMANI MID,40,36,"1,669,330.69",0.00,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L006,PPHI,SOMA2,SIGHTS CALAUAN,1,4B,4,AMANI MID,40,36,"1,669,330.69",0.00,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L013,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0.00,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L014,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0.00,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L015,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0.00,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L016,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0.00,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L017,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0.00,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L018,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0.00,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L029,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0.00,"1,669,330.69",Apr-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L030,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0.00,"1,669,330.69",Apr-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L035,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0.00,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L036,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L037,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L038,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L039,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L040,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L041,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L045,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L046,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L047,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L048,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L049,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B046L050,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,40,36,"1,669,330.69",0,"1,669,330.69",Mar-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B059L045,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,49,36,"1,812,646.35",0,"1,812,646.35",Apr-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B059L046,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,47,36,"1,777,119.02",0,"1,777,119.02",Apr-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B059L054,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,44,36,"1,723,728.04",0,"1,723,728.04",Apr-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B059L055,PPHI,SOMA 2,Sights Calauan,1,4B,4,AMANI MID,44,36,"1,723,728.04",0.00,"1,723,728.04",Apr-2028,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B065L008,PPHI,SOMA2,TAYABAS,2,A,5,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Aug-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B065L009,PPHI,SOMA2,TAYABAS,2,A,5,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Aug-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B065L010,PPHI,SOMA2,TAYABAS,2,A,5,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Aug-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B065L011,PPHI,SOMA2,TAYABAS,2,A,5,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Aug-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B065L014,PPHI,SOMA2,TAYABAS,2,A,5,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Aug-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B065L015,PPHI,SOMA2,TAYABAS,2,A,5,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Aug-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B065L016,PPHI,SOMA2,TAYABAS,2,A,5,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Aug-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B065L017,PPHI,SOMA2,TAYABAS,2,A,5,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Aug-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B065L018,PPHI,SOMA2,TAYABAS,2,A,5,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Aug-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B065L019,PPHI,SOMA2,TAYABAS,2,A,5,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Aug-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B065L020,PPHI,SOMA2,TAYABAS,2,A,5,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Aug-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B065L021,PPHI,SOMA2,TAYABAS,2,A,5,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Aug-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B065L024,PPHI,SOMA2,TAYABAS,2,A,5,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Aug-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B065L025,PPHI,SOMA2,TAYABAS,2,A,5,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Aug-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B065L026,PPHI,SOMA2,TAYABAS,2,A,5,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Aug-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B065L027,PPHI,SOMA2,TAYABAS,2,A,5,CALISTA MID,44,40,"1,837,093.00",0.00,"1,837,093.00",Aug-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
