UNIT CODE,GEO,PROJECT,PHASE,SUB PHASE,BATCH,UNIT TYPE,LOT AREA,FLOOR AREA,TCP,VAT,TCP w/o VAT,ESTIMATED TURNOVER DATE,S HOUSECON,SU & INVENTORY,APPLICABLE TERM,HOUSE CON TAG,,,
B009L033,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",Apr-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B009L035,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",Apr-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B009L045,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",Apr-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B010L022,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA END CORNER,149,40,"5,779,787.00",-,"5,779,787.00",Jun-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B010L023,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA END CORNER,157,40,"6,002,178.00",-,"6,002,178.00",May-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B010L027,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",May-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B010L029,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",May-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B010L034,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",Jun-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B010L035,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",Jun-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B010L037,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631",-,"2,952,631.00",Jun-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B010L038,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631",-,"2,952,631.00",Jun-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B010L040,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631",-,"2,952,631.00",Jun-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B010L044,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA END CORNER,131,40,"5,279,431",-,"5,279,431.00",Jun-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B011L010,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B011L011,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B045L001,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA END CORNER,128,40,"4,499,016.00",,"4,499,016.00",Mar-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B047L005,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,52,40,"2,529,375.00",,"2,529,375.00",Jan-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B047L009,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,52,40,"2,529,375.00",,"2,529,375.00",Jan-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B047L017,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,52,40,"2,529,375.00",,"2,529,375.00",Jan-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B035L001,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,1,LOT ONLY CORNER,201,,"5,425,021.00","542,509.00","4,882,512.00",Jan-2027,0%,OPEN not convertible to shelly,MEMO TERMS,YELLOW TAG,,,
B035L005,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,1,LOT ONLY,109,,"2,855,769.00","285,586.00","2,570,183.00",Jan-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B035L019,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,1,LOT ONLY,105,,"2,833,971.00","283,400.00","2,550,571.00",Jan-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B035L028,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,1,LOT ONLY CORNER,207,,"5,586,968.00","558,704","5,028,264.00",Jan-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B037L013,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,1,LOT ONLY,140,,"3,668,039.00","366,808.00","3,301,231.00",Feb-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B037L016,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,1,LOT ONLY,128,,"3,353,593.00","335,367.00","3,018,226.00",Feb-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B037L018,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,1,LOT ONLY,101,,"2,646,239.00","264,626.00","2,381,613.00",Feb-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B040L005,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,1,LOT ONLY,122,,"3,196,369.00","319,647.00","2,876,722.00",Feb-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B042L001,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,1,LOT ONLY,114,,"3,076,891.00","307,692.00","2,769,199.00",Feb-2027,0%,CANCELLED-lot only not convertible to shelly,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B013L002,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,103,0,"2,698,646.00","269,866.00","2,428,780.00",May-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B013L017,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,105,0,"2,751,054.00","275,106.00","2,475,948.00",May-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B015L001,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,108,0,"2,829,616.00","282,966.00","2,546,650.00",Mar-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B027L015,SOMA3,BATULAO,2,B,5,UNNA CORNER,133,54,"6,504,617.01","650,466","5,854,150.90",May-2027,10%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B019L022,SOMA3,LIPA COVE,4,A,3,AMANI MID,53,36,"2,176,293.00",-,"2,176,293.00",Mar-2026,60%,FALLOUT,MEMO TERMS,RED TAG,,,
B031L040,SOMA3,LIPA COVE,4,B,1,AMANI MID,40,36,"2,075,932.00",-,"2,075,932.00",Aug-2026,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B035L019,SOMA3,LIPA COVE,4,B,1,AMANI MID,40,36,"1,961,133.00",-,"1,961,133.00",Oct-2026,5%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B026L020,SOMA3,"STO. TOMAS, BATANGAS",1,A,2,CALISTA MID,50,40,"2,506,132.00",-,"2,506,132.00",Feb-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B025L035,SOMA3,"STO. TOMAS, BATANGAS",1,A,3,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Apr-2027,3%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B008L009,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",Mar-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B008L010,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",Mar-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B009L004,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",May-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B009L009,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",May-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B009L017,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",May-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B010L025,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",May-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B010L026,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",May-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B010L028,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",May-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B045L020,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA END,78,40,"3,249,527.00",,"3,249,527.00",Mar-2029,0%,CANCELLED,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B047L002,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA END,79,40,"3,273,601.00",,"3,273,601.00",Jan-2029,0%,CANCELLED,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B047L015,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA END,188,40,"5,907,458.00",,"5,907,458.00",Jan-2029,0%,CANCELLED,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B026L042,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L043,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L044,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L045,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L046,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L047,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L050,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L051,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L052,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L053,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L054,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L055,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L056,SOMA3,LIPA COVE,4,B,3,AMANI END,55,36,"2,178,464.00",,"2,178,464.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L058,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L059,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L060,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L061,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L062,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L063,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L066,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L067,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L068,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L069,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B026L070,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Apr-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L002,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L003,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L004,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L005,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L006,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L007,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L010,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L011,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L012,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L013,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L014,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L018,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L019,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L020,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L021,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L022,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L023,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L024,SOMA3,LIPA COVE,4,B,3,AMANI END,55,36,"2,178,464.00",,"2,178,464.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L026,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L027,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L028,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L029,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L030,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L031,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L032,SOMA3,LIPA COVE,4,B,3,AMANI END,55,36,"2,178,464.00",,"2,178,464",Mar-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L034,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,913,342.00",,"1,913,342",Feb-2027,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L039,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L041,SOMA3,LIPA COVE,4,B,3,AMANI END,55,36,"2,232,993.00",,"2,232,993",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L042,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L043,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L044,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L045,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L046,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L047,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L049,SOMA3,LIPA COVE,4,B,3,AMANI END,55,36,"2,232,993.00",,"2,232,993",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L050,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L051,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L052,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L053,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L054,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L055,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L056,SOMA3,LIPA COVE,4,B,3,AMANI END,55,36,"2,232,993.00",,"2,232,993.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L057,SOMA3,LIPA COVE,4,B,3,AMANI END,55,36,"2,232,993.00",,"2,232,993.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L058,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L059,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L060,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L061,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L064,SOMA3,LIPA COVE,4,B,3,AMANI END,55,36,"2,232,993.00",,"2,232,993.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L066,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L067,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133",,"1,961,133.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L068,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133",,"1,961,133.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L069,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133",,"1,961,133.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L070,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133.00",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B027L071,SOMA3,LIPA COVE,4,B,3,AMANI MID,40,36,"1,961,133.00",,"1,961,133",Feb-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L004,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L011,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L012,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L013,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L014,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L017,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA END,75,40,"3,209,119.49",,"3,209,119",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L018,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L019,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L020,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L021,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L022,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L023,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132.43",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L024,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132.43",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L025,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132.43",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L029,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132.43",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L030,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132.43",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B021L031,SOMA3,"STO. TOMAS, BATANGAS",1,B,3,CALISTA MID,50,40,"2,506,132.43",,"2,506,132.43",Apr-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
