UNIT CODE,GEO,PROJECT,PHASE,SUB PHASE,BATCH,UNIT TYPE,LOT AREA,FLOOR AREA,TCP,VAT,TCP w/o VAT,ESTIMATED TURNOVER DATE,S HOUSECON,SU & INVENTORY,APPLICABLE TERM,HOUSE CON TAG,,,
B006L023,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L024,SOMA3,SIGHTS BATANGAS,1,,2,ALORA END,56,30,"1,609,585.00",,"1,609,585.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L025,SOMA3,SIGHTS BATANGAS,1,,2,ALORA END,56,30,"1,609,585.00",,"1,609,585.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L026,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L027,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L028,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L029,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L030,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L031,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L014,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L021,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L022,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L023,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L026,SOMA3,SIGHTS BATANGAS,1,,2,ALORA END,56,30,"1,609,585.00",,"1,609,585.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L027,SOMA3,SIGHTS BATANGAS,1,,2,ALORA END,56,30,"1,609,585.00",,"1,609,585.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L028,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L029,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L032,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L033,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L034,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L037,SOMA3,SIGHTS BATANGAS,1,,2,ALORA END,61,30,"1,685,748.00",,"1,685,748.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L039,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L040,SOMA3,SIGHTS BATANGAS,1,,2,ALORA END,61,30,"1,685,748.00",,"1,685,748.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L045,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L046,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L047,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L048,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L002,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L003,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L007,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L010,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L011,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L012,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L013,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L016,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L017,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L020,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L021,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L022,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L023,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L024,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L025,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L026,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L027,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L028,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA END CORNER,163,40,"5,398,305.00",,"5,398,305",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L029,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA END CORNER,131,40,"4,754,518.00",,"4,754,518.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L039,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA END,159,40,"5,259,313.00",,"5,259,313.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L040,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L041,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L042,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L043,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,50,40,"2,581,348.00",,"2,581,348.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B046L044,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA END CORNER,133,40,"4,804,874.00",,"4,804,874.00",Feb-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L004,SOMA3,LIPA COVE,4,B,2,AMANI MID,41,36,"1,979,380.00",,"1,979,380.00",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L011,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"1,961,133.00",,"1,961,133.00",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L012,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"1,961,133.00",,"1,961,133.00",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L013,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"1,961,133",,"1,961,133.00",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L016,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"1,961,133",,"1,961,133.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L017,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"1,961,133",,"1,961,133.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L018,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"1,961,133",,"1,961,133.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L019,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"1,961,133",,"1,961,133.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L020,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"1,961,133",,"1,961,133.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L021,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"1,961,133",,"1,961,133.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L028,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L029,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L030,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L031,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L032,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L036,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L037,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L038,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L039,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L040,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L041,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L044,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L045,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L046,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B029L047,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Nov-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L013,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Jan-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L019,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Jan-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L020,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Jan-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L021,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Jan-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L028,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L029,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L030,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L031,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L032,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L033,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141",,"2,028,141",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L036,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141",,"2,028,141.00",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L037,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L038,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141",,"2,028,141",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L039,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L040,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L045,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L046,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B030L047,SOMA3,LIPA COVE,4,B,2,AMANI MID,40,36,"2,028,141.00",,"2,028,141.00",Dec-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L007,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,52,40,"2,978,149",,"2,978,149.00",Nov-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L011,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,52,40,"2,978,149.00",,"2,978,149.00",Nov-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L020,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,52,40,"2,978,149",,"2,978,149.00",Nov-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L014,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Dec-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L018,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Dec-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L019,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631.00",,"2,952,631",Dec-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L022,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Dec-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L027,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Nov-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L028,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Nov-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L029,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Nov-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L030,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Nov-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B007L038,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Nov-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B008L029,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Dec-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B008L033,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Dec-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B008L042,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Dec-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B008L043,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Dec-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B008L045,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Dec-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B008L004,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Mar-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B008L020,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Apr-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B008L021,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Apr-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B008L022,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Apr-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B008L023,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Apr-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B009L003,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",May-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B009L006,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",May-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B009L018,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",May-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B009L048,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA END CORNER,107,40,"4,612,357",,"4,612,357.00",Apr-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B010L001,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA END CORNER,131,40,"5,279,431",,"5,279,431.00",Jun-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B010L005,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Jun-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B010L009,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jun-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B010L019,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jun-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B010L020,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jun-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B024L039,SOMA3,LIPA COVE,4,B,1,AMANI MID,44,36,"2,014,048.00",,"2,014,048.00",Sep-2026,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B031L046,SOMA3,LIPA COVE,4,B,1,AMANI MID,40,36,"2,075,932.00",,"2,075,932.00",Aug-2026,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B031L047,SOMA3,LIPA COVE,4,B,1,AMANI MID,40,36,"2,075,932.00",,"2,075,932.00",Aug-2026,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B034L009,SOMA3,LIPA COVE,4,B,1,AMANI MID,40,36,"1,913,342.00",,"1,913,342.00",Oct-2026,12%,OPEN,MEMO TERMS,YELLOW TAG,,,
B035L005,SOMA3,LIPA COVE,4,B,1,AMANI MID,44,36,"1,964,513.00",,"1,964,513.00",Oct-2026,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L006,SOMA3,IMPRESSIONS BATULAO,2,A,3,CALISTA END,98,40,"4,164,397.00",,"4,164,397.00",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L019,SOMA3,IMPRESSIONS BATULAO,2,A,3,CALISTA END,98,40,"4,164,397.00",,"4,164,397.00",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L001,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END CORNER,143,40,"5,612,968.00",,"5,612,968.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L003,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,52,40,"3,008,204.00",,"3,008,204.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L004,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,51,40,"2,980,367.00",,"2,980,367.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L005,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L006,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L007,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L014,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L015,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L016,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L017,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L018,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
